[32minfo | 2023-06-06T19:02:21.448Z | b1e67136-92ce-4564-9c21-25a0be4ab3fb | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T19:34:11.605Z | 251f99dd-bd4b-4c8e-a8cb-30aaff300b46 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:11.619Z | 99fc8683-a28e-4cbf-9561-d0338b1d3bc6 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:11.661Z | 251f99dd-bd4b-4c8e-a8cb-30aaff300b46 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T19:34:11.692Z | aadf5554-0e47-490d-b181-2af9741a4f02 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T19:34:11.718Z | 99fc8683-a28e-4cbf-9561-d0338b1d3bc6 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T19:34:53.983Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T19:34:53.985Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:53.985Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:53.987Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | initializing db[39m
[32minfo | 2023-06-13T19:34:53.990Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:53.993Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T19:34:54.051Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T19:34:54.053Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | main | initializing mongo memory db[39m
[37mdebug | 2023-06-13T19:34:54.077Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | authenticate-user | auth result => {"email":"owner@zbitech.net","valid":true,"registered":true,"user":{"email":"owner@zbitech.net","name":"Owner one","role":"owner"}}[39m
[37mdebug | 2023-06-13T19:34:54.078Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | authenticate-user | registration: {"acceptedTerms":true,"provider":"local"}[39m
[37mdebug | 2023-06-13T19:34:54.084Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | authenticate-user | auth result => {"email":"owner@zbitech.net","valid":true,"registered":false,"user":{"email":"owner@zbitech.net","name":"Owner one","role":"owner"}}[39m
[32minfo | 2023-06-13T19:34:54.091Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | register-user | registering new user undefined with [object Object] login provider[39m
[37mdebug | 2023-06-13T19:34:54.092Z | f776d109-a6e4-44dc-9299-6d9a1f7d3ef9 | zbi | register-user | found user for registration - {"email":"owner@zbitech.net","name":"Owner one","role":"owner"}[39m
[32minfo | 2023-06-13T19:34:54.341Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | db initialized[39m
[32minfo | 2023-06-13T19:34:54.341Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | main | db initialized[39m
[32minfo | 2023-06-13T19:34:54.364Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:54.365Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:54.456Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | created owner: {"userid":"6488c4de7b5ec3a274c4a064","name":" VS2PO  8VGYxuLm","email":"tawyc@zbitech.io","status":"active","role":"owner"}[39m
[32minfo | 2023-06-13T19:34:54.468Z | 78b464b7-c181-4dde-b362-54399f3a3146 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:54.471Z | 78b464b7-c181-4dde-b362-54399f3a3146 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T19:34:54.457Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | created team: {"id":"6488c4de7b5ec3a274c4a06d","name":" 3r6ko","owner":{"userid":"6488c4de7b5ec3a274c4a064"},"members":[]}[39m
[32minfo | 2023-06-13T19:34:54.457Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | crete-project-repo | creating project {"name":" xUcta1G","owner":"6488c4de7b5ec3a274c4a064","team":"6488c4de7b5ec3a274c4a06d","network":"testnet","description":" xYsbwrRVzcRu90st0bay"}[39m
[32minfo | 2023-06-13T19:34:54.495Z | 959bb865-23ad-4f2c-a4b5-cafac36728eb | zbi | main | closed connection[39m
[37mdebug | 2023-06-13T19:34:54.504Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | crete-project-repo | populating project details - {"name":" xUcta1G","network":"testnet","owner":{"_id":"6488c4de7b5ec3a274c4a064","email":"tawyc@zbitech.io","name":" VS2PO  8VGYxuLm"},"team":{"_id":"6488c4de7b5ec3a274c4a06d","name":" 3r6ko"},"description":" xYsbwrRVzcRu90st0bay","_id":"6488c4de7b5ec3a274c4a070","createdAt":"2023-06-13T19:34:54.459Z","updatedAt":"2023-06-13T19:34:54.459Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:54.505Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | created schema: {"id":"6488c4de7b5ec3a274c4a070","name":" xUcta1G","owner":{"userid":"6488c4de7b5ec3a274c4a064","name":" VS2PO  8VGYxuLm","email":"tawyc@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a06d","name":" 3r6ko"},"network":"testnet","description":" xYsbwrRVzcRu90st0bay"}[39m
[32minfo | 2023-06-13T19:34:54.534Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | mock-schema | creating 10 projects[39m
[32minfo | 2023-06-13T19:34:54.583Z | 78b464b7-c181-4dde-b362-54399f3a3146 | zbi | main | db initialized[39m
[32minfo | 2023-06-13T19:34:54.609Z | 78b464b7-c181-4dde-b362-54399f3a3146 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:54.636Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T19:34:54.637Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:54.638Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:54.640Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | initializing db[39m
[32minfo | 2023-06-13T19:34:54.733Z | 78b464b7-c181-4dde-b362-54399f3a3146 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T19:34:54.769Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | db initialized[39m
[32minfo | 2023-06-13T19:34:54.781Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | found projects: [{"id":"646574797833616f67693232","name":" YiR6Ohf","owner":{"userid":"6488c4de7b5ec3a274c4a07a","name":" LVkL3  EUmN8o0o","email":"xklxc@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a07c","name":" 1HeCz"},"network":"testnet","status":"new","description":" sPBXMjelPWIiLzrqnmeN"},{"id":"6b627266326131356a727866","name":" 6rTgBgI","owner":{"userid":"6488c4de7b5ec3a274c4a080","name":" duyDL  zZ30j5q5","email":"kcxzq@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a082","name":" MMneg"},"network":"testnet","status":"new","description":" y6w3vJFrLJGz5DutCdpn"},{"id":"3362333077376a333064736d","name":" vseEF91","owner":{"userid":"6488c4de7b5ec3a274c4a086","name":" NEmfl  XBSHBmLM","email":"k9w4m@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a088","name":" Vb0Zr"},"network":"testnet","status":"new","description":" LlxXXSy0SUq77DsjZEAk"},{"id":"696e677a7135686a6d767732","name":" 7rUJlYW","owner":{"userid":"6488c4de7b5ec3a274c4a08c","name":" kU9sM  r0B4nY7V","email":"ljtad@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a08e","name":" lAY4u"},"network":"testnet","status":"new","description":" MD9a27EAH7ftc95i2Lou"},{"id":"3176776470396e666d786f73","name":" lJ6qJZF","owner":{"userid":"6488c4de7b5ec3a274c4a092","name":" BRmd4  EI2gCcCW","email":"fxbrn@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a094","name":" AuxBL"},"network":"testnet","status":"new","description":" CcuMPvSEdNZtrpgXGQWS"}][39m
[32minfo | 2023-06-13T19:34:54.795Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T19:34:54.805Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | found project: {"id":"70696a793472327a6a716764","name":" 5dUafYm","owner":{"userid":"6488c4de7b5ec3a274c4a0bd","name":" mUYcS  1IGQCFuc","email":"sxoab@zbitech.io"},"team":{"id":"6488c4de7b5ec3a274c4a0bf","name":" i4IVk"},"network":"testnet","status":"new","description":" krV9rrddX97PxCrygYxj"}[39m
[32minfo | 2023-06-13T19:34:54.844Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | create instance: {"id":"6488c4de7b5ec3a274c4a0d8","name":" 7thUyDT","type":"zcash","project":" hPYceWO","description":" emLFCBR  aNEfJM6  rYzWU67  dX4  ","status":"pending","request":{"cpu":"0.5","memory":"0.5","peers":[]}}[39m
[32minfo | 2023-06-13T19:34:54.885Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | pmr.findInstance | found instance: {"_id":"6488c4de7b5ec3a274c4a0ee","name":" 6AvqTRn","type":"zcash","project":{"_id":"71743839677574316e75716f","name":" SHVx9aX"},"request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488c4de7b5ec3a274c4a0ef","createdAt":"2023-06-13T19:34:54.865Z","updatedAt":"2023-06-13T19:34:54.865Z"},"resources":{"configmap":{"_id":"6488c4de7b5ec3a274c4a0e6","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"secret":{"_id":"6488c4de7b5ec3a274c4a0e7","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"persistentvolumeclaim":{"_id":"6488c4de7b5ec3a274c4a0e8","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"deployment":{"_id":"6488c4de7b5ec3a274c4a0e9","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"service":{"_id":"6488c4de7b5ec3a274c4a0ea","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"httpproxy":{"_id":"6488c4de7b5ec3a274c4a0eb","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"snapshotschedule":{"_id":"6488c4de7b5ec3a274c4a0ec","createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z"},"_id":"6488c4de7b5ec3a274c4a0ed","volumesnapshot":[]},"createdAt":"2023-06-13T19:34:54.866Z","updatedAt":"2023-06-13T19:34:54.866Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:54.886Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | found instance: {"id":"6488c4de7b5ec3a274c4a0ee","name":" 6AvqTRn","type":"zcash","project":" SHVx9aX","request":{"cpu":"0.5","memory":"0.5","peers":[]}}[39m
[31merror | 2023-06-13T19:34:54.896Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | pmr.findInstance | item azx9saqg462m not found[39m
[32minfo | 2023-06-13T19:34:54.942Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | created instance: {"name":" fgQAbcQ","type":"zcash","project":"766f69326b656d3978667530","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488c4de7b5ec3a274c4a134","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"resources":{"configmap":{"_id":"6488c4de7b5ec3a274c4a12b","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"secret":{"_id":"6488c4de7b5ec3a274c4a12c","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"persistentvolumeclaim":{"_id":"6488c4de7b5ec3a274c4a12d","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"deployment":{"_id":"6488c4de7b5ec3a274c4a12e","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"service":{"_id":"6488c4de7b5ec3a274c4a12f","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"httpproxy":{"_id":"6488c4de7b5ec3a274c4a130","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"snapshotschedule":{"_id":"6488c4de7b5ec3a274c4a131","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"_id":"6488c4de7b5ec3a274c4a132","volumesnapshot":[]},"_id":"6488c4de7b5ec3a274c4a133","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:54.946Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | pmr.deleteInstance | deleted instance (6488c4de7b5ec3a274c4a133) => {"_id":"6488c4de7b5ec3a274c4a133","name":" fgQAbcQ","type":"zcash","project":"766f69326b656d3978667530","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488c4de7b5ec3a274c4a134","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"resources":{"configmap":{"_id":"6488c4de7b5ec3a274c4a12b","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"secret":{"_id":"6488c4de7b5ec3a274c4a12c","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"persistentvolumeclaim":{"_id":"6488c4de7b5ec3a274c4a12d","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"deployment":{"_id":"6488c4de7b5ec3a274c4a12e","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"service":{"_id":"6488c4de7b5ec3a274c4a12f","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"httpproxy":{"_id":"6488c4de7b5ec3a274c4a130","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"snapshotschedule":{"_id":"6488c4de7b5ec3a274c4a131","createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z"},"_id":"6488c4de7b5ec3a274c4a132","volumesnapshot":[]},"createdAt":"2023-06-13T19:34:54.939Z","updatedAt":"2023-06-13T19:34:54.939Z","__v":0}[39m
[37mdebug | 2023-06-13T19:34:54.950Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | validate-password | found user: {"_id":"6488c4de23d0be5c2c9a4c47","email":"test@zbitech.net","name":"Owner","role":"owner","status":"active","password":"$2b$10$xWQ8EtEcJobPpD4VyoEZaOgqjHuYm7jqy.foSGXwkQt1We8R8FpvW","registration":{"acceptedTerms":true,"provider":"local","_id":"6488c4de23d0be5c2c9a4c48","createdAt":"2023-06-13T19:34:54.896Z","updatedAt":"2023-06-13T19:34:54.896Z"},"createdAt":"2023-06-13T19:34:54.897Z","updatedAt":"2023-06-13T19:34:54.897Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:54.960Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | created instance: {"name":" ZsokZge","type":"zcash","project":"7978656e6778663175743738","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488c4de7b5ec3a274c4a152","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"resources":{"configmap":{"_id":"6488c4de7b5ec3a274c4a149","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"secret":{"_id":"6488c4de7b5ec3a274c4a14a","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"persistentvolumeclaim":{"_id":"6488c4de7b5ec3a274c4a14b","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"deployment":{"_id":"6488c4de7b5ec3a274c4a14c","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"service":{"_id":"6488c4de7b5ec3a274c4a14d","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"httpproxy":{"_id":"6488c4de7b5ec3a274c4a14e","createdAt":"2023-06-13T19:34:54.957Z","updatedAt":"2023-06-13T19:34:54.957Z"},"snapshotschedule":{"_id":"6488c4de7b5ec3a274c4a14f","createdAt":"2023-06-13T19:34:54.958Z","updatedAt":"2023-06-13T19:34:54.958Z"},"_id":"6488c4de7b5ec3a274c4a150","volumesnapshot":[]},"_id":"6488c4de7b5ec3a274c4a151","createdAt":"2023-06-13T19:34:54.958Z","updatedAt":"2023-06-13T19:34:54.958Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:54.962Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | pmr.deleteInstance | deleted instance (ds70si984ugi) => null[39m
[32minfo | 2023-06-13T19:34:54.966Z | 8323bfee-c16f-438f-87b0-2bf6954d9249 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T19:34:54.969Z | 8323bfee-c16f-438f-87b0-2bf6954d9249 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T19:34:54.991Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | resources => {"configmap":{"id":"6488c4de7b5ec3a274c4a17b","name":"configmap","type":"configmap","status":"new","properties":{}},"secret":{"id":"6488c4de7b5ec3a274c4a17c","name":"secret","type":"secret","status":"new","properties":{}},"persistentvolumeclaim":{"id":"6488c4de7b5ec3a274c4a17d","name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{}},"deployment":{"id":"6488c4de7b5ec3a274c4a17e","name":"deployment","type":"deployment","status":"new","properties":{}},"service":{"id":"6488c4de7b5ec3a274c4a17f","name":"service","type":"service","status":"new","properties":{}},"httpproxy":{"id":"6488c4de7b5ec3a274c4a180","name":"httpproxy","type":"httpproxy","status":"new","properties":{}},"volumesnapshot":[{"id":"6488c4de7b5ec3a274c4a181","name":"snapshot-1","type":"volumesnapshot","status":"running","properties":{}},{"id":"6488c4de7b5ec3a274c4a182","name":"snapshot-2","type":"volumesnapshot","status":"running","properties":{}},{"id":"6488c4de7b5ec3a274c4a183","name":"snapshot-3","type":"volumesnapshot","status":"running","properties":{}}],"snapshotschedule":{"id":"6488c4de7b5ec3a274c4a184","name":"schedule","type":"snapshotschedule","status":"new","properties":{}}}[39m
[32minfo | 2023-06-13T19:34:55.015Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | received => {"configmap":{"id":"6488c4df7b5ec3a274c4a1a2","name":"configmap","type":"configmap","status":"new","properties":{}},"secret":{"id":"6488c4df7b5ec3a274c4a1a3","name":"secret","type":"secret","status":"new","properties":{}},"persistentvolumeclaim":{"id":"6488c4df7b5ec3a274c4a1a4","name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{}},"deployment":{"id":"6488c4df7b5ec3a274c4a1a5","name":"deployment","type":"deployment","status":"new","properties":{}},"service":{"id":"6488c4df7b5ec3a274c4a1a6","name":"service","type":"service","status":"new","properties":{}},"httpproxy":{"id":"6488c4df7b5ec3a274c4a1a7","name":"httpproxy","type":"httpproxy","status":"new","properties":{}},"volumesnapshot":[{"id":"6488c4df7b5ec3a274c4a1a8","name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{}},{"id":"6488c4df7b5ec3a274c4a1a9","name":"volumesnapshot-2","type":"volumesnapshot","status":"new","properties":{}},{"id":"6488c4df7b5ec3a274c4a1aa","name":"volumesnapshot-3","type":"volumesnapshot","status":"new","properties":{}}],"snapshotschedule":{"id":"6488c4df7b5ec3a274c4a1ab","name":"schedule","type":"snapshotschedule","status":"new","properties":{}}}[39m
[37mdebug | 2023-06-13T19:34:55.022Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | authenticate-user | found user: {"userid":"6488c4de23d0be5c2c9a4c47","name":"Owner","email":"test@zbitech.net","status":"active","role":"owner"}[39m
[32minfo | 2023-06-13T19:34:55.022Z | 28190574-bf3f-491c-b4ca-9970ce45c6cf | zbi | test-basic-id-svc | result = {"email":"test@zbitech.net","valid":true,"registered":true,"user":{"userid":"6488c4de23d0be5c2c9a4c47","name":"Owner","email":"test@zbitech.net","status":"active","role":"owner"}}[39m
[32minfo | 2023-06-13T19:34:55.031Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | test-proj-repo | instance resources => {"name":" 4YS7hk0","type":"zcash","project":"6238396a626a753668733067","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488c4df7b5ec3a274c4a1cc","createdAt":"2023-06-13T19:34:55.027Z","updatedAt":"2023-06-13T19:34:55.027Z"},"resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d5","createdAt":"2023-06-13T19:34:55.027Z","updatedAt":"2023-06-13T19:34:55.027Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d6","createdAt":"2023-06-13T19:34:55.027Z","updatedAt":"2023-06-13T19:34:55.027Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d7","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d8","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d9","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1da","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1db","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1dc","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"_id":"6488c4df7b5ec3a274c4a1d4"},"_id":"6488c4df7b5ec3a274c4a1cb","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z","__v":0}[39m
[32minfo | 2023-06-13T19:34:55.037Z | b75ab898-0307-4645-9674-70b67a25a329 | zbi | pmr.getInstanceResource | found resources => [{"_id":"6488c4df7b5ec3a274c4a1cb","name":" 4YS7hk0","resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d5","createdAt":"2023-06-13T19:34:55.027Z","updatedAt":"2023-06-13T19:34:55.027Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d6","createdAt":"2023-06-13T19:34:55.027Z","updatedAt":"2023-06-13T19:34:55.027Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d7","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d8","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1d9","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1da","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1db","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488c4df7b5ec3a274c4a1dc","createdAt":"2023-06-13T19:34:55.028Z","updatedAt":"2023-06-13T19:34:55.028Z"},"_id":"6488c4df7b5ec3a274c4a1d4"}}][39m
